token_type,token_address,receiver,amount,id
ERC1155,0xa342f5D851E866E18ff98F351f2c6637f4478dB5,0xaF46dc96bd783E683fD0EFeF825e6110165b8f9E,15,67031862187656528318453779715773770542811847030081758913959388841425388980227
ERC1155,0xa342f5D851E866E18ff98F351f2c6637f4478dB5,0xaF46dc96bd783E683fD0EFeF825e6110165b8f9E,15,67031862187656528318453779715773770542811847030081758913959388841425388980229
ERC1155,0xa342f5D851E866E18ff98F351f2c6637f4478dB5,0xaF46dc96bd783E683fD0EFeF825e6110165b8f9E,15,67031862187656528318453779715773770542811847030081758913959388841425388980225
ERC1155,0xa342f5D851E866E18ff98F351f2c6637f4478dB5,0xaF46dc96bd783E683fD0EFeF825e6110165b8f9E,15,67031862187656528318453779715773770542811847030081758913959388841425388980230
ERC1155,0xa342f5D851E866E18ff98F351f2c6637f4478dB5,0xaF46dc96bd783E683fD0EFeF825e6110165b8f9E,10,67031862187656528318453779715773770542811847030081758913959388841425388980226
ERC1155,0xa342f5D851E866E18ff98F351f2c6637f4478dB5,0xaF46dc96bd783E683fD0EFeF825e6110165b8f9E,11,67031862187656528318453779715773770542811847030081758913959388841425388980224
ERC1155,0xa342f5D851E866E18ff98F351f2c6637f4478dB5,0xaF46dc96bd783E683fD0EFeF825e6110165b8f9E,18,67031862187656528318453779715773770542811847030081758913959388841425388980231
ERC1155,0xa342f5D851E866E18ff98F351f2c6637f4478dB5,0xaF46dc96bd783E683fD0EFeF825e6110165b8f9E,1,67031862187656528318453779715773770542811847030081758913959388841425388980232
ERC1155,0xa342f5D851E866E18ff98F351f2c6637f4478dB5,0xaF46dc96bd783E683fD0EFeF825e6110165b8f9E,15,67031862187656528318453779715773770542811847030081758913959388841425388980228
